timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ,timestamp_reset
132781,-0.1,0.1,11.66,-0.01,0.02,0.02,0
132878,-0.07,0.12,11.61,-0.01,0.02,0.02,97
132978,-0.08,0.09,11.64,-0.01,0.02,0.02,197
133078,-0.1,0.1,11.63,-0.01,0.02,0.02,297
133178,-0.1,0.1,11.64,-0.01,0.02,0.02,397
133278,-0.09,0.1,11.65,-0.01,0.02,0.01,497
133378,-0.08,0.1,11.64,-0.01,0.02,0.02,597
133478,-0.1,0.09,11.64,-0.01,0.02,0.02,697
133810,-0.1,0.1,11.62,-0.01,0.02,0.02,1029
133814,-0.09,0.1,11.65,-0.01,0.02,0.02,1033
133914,-0.12,-4.73,12.06,-0.05,0.05,-0.05,1133
134014,-1.59,-0.47,11.6,-0.05,-0.01,-0.11,1233
134114,1.66,0.58,11.12,-0.08,0.07,-0.07,1333
134214,-3.6,-2.65,13.7,0.01,-0.07,0.04,1433
134314,2.41,-0.99,10.74,0.07,-0.02,0.02,1533
134414,1.21,1.26,0.87,-1.74,0.68,-0.4,1633
134514,0.86,-9.69,8.18,1.41,-0.46,0.06,1733
134614,-0.78,2.07,11.81,1.1,-0.63,0.95,1833
134714,-5.85,-0.98,9.36,-0.15,0.64,0.42,1933
134814,-2.01,-5.08,4.57,0.3,-0.05,0.09,2033
134914,-0.76,-0.31,12.03,-0.14,-0.06,-0.17,2133
135014,3.61,2.1,14.8,0.0,0.06,-0.06,2233
135114,-5.06,2.94,13.37,-0.03,0.04,-0.15,2333
135214,-0.88,-7.25,6.93,0.29,-0.48,-0.08,2433
135314,-0.99,1.87,10.52,-0.24,0.32,-0.29,2533
135414,-1.67,6.26,9.37,-0.63,-0.57,-0.21,2633
135514,4.97,2.25,14.82,-0.27,-0.2,0.05,2733
135614,-1.9,-5.32,4.89,0.64,-0.41,-0.15,2833
135714,-0.21,1.07,8.5,0.09,0.01,-0.1,2933
135814,2.37,2.57,6.38,-1.91,-0.29,-0.13,3033
135915,21.84,4.01,19.98,-2.98,-0.58,-0.53,3134
136014,-3.46,-6.04,8.09,2.05,0.2,-0.38,3233
136114,-4.75,-2.4,25.89,1.25,-1.41,1.07,3333
136214,-2.87,-3.91,12.28,-1.58,-1.16,0.42,3433
136314,-7.02,0.85,16.99,0.18,0.43,-0.18,3533
136414,0.12,-2.82,12.44,-0.03,0.06,-0.05,3633
136514,-8.88,8.77,21.16,-0.16,-0.26,0.08,3733
136614,6.55,-2.0,2.1,0.57,1.07,-0.35,3833
136714,2.6,5.52,7.21,0.44,-0.07,0.42,3933
136814,5.78,1.17,7.1,-1.05,0.87,0.5,4033
137083,-0.73,-0.17,11.38,-0.11,0.04,-0.12,4302
137182,-1.38,8.38,9.08,0.05,-0.08,0.06,4401
137282,1.01,0.48,11.86,0.07,-0.2,0.03,4501
137382,0.73,2.82,12.05,0.03,0.07,-0.0,4601
137482,0.4,1.05,11.01,0.02,-0.01,-0.02,4701
137582,-0.01,0.87,11.48,-0.02,0.01,0.02,4801
137682,-0.23,-0.2,11.65,-0.01,0.02,0.01,4901
137782,-0.13,0.06,11.63,-0.01,0.02,0.02,5001
137882,-0.08,0.05,11.62,-0.01,0.02,0.02,5101
137982,-0.09,0.04,11.66,-0.01,0.02,0.02,5201
138082,-0.12,0.03,11.62,-0.01,0.02,0.02,5301
138182,-0.13,0.03,11.65,-0.01,0.02,0.02,5401
138282,-0.1,0.06,11.62,-0.01,0.02,0.02,5501
138382,-0.12,0.04,11.62,-0.01,0.02,0.02,5601
138482,-0.11,0.06,11.62,-0.01,0.02,0.02,5701
