timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ,timestamp_reset
223024,10.79,11.27,12.93,0.85,-0.8,1.1,0
223267,10.78,11.35,13.01,0.82,-0.77,1.06,243
223365,10.4,7.69,8.77,1.09,-1.07,1.26,341
223465,7.39,14.34,11.49,1.43,-0.61,0.31,441
223565,7.35,8.59,10.58,1.27,-0.86,2.06,541
223665,5.58,13.64,4.63,0.23,-0.87,2.27,641
223765,12.52,24.28,12.9,-0.06,-1.19,0.84,741
223865,16.26,15.69,2.47,-1.12,-0.74,-0.08,841
223965,5.68,7.09,5.76,4.2,-0.79,0.84,941
224065,19.62,-10.25,-12.89,4.1,-1.05,3.33,1041
224165,19.7,20.37,-4.99,-1.27,-1.2,1.22,1141
224265,27.49,18.11,-2.39,0.99,-0.12,1.46,1241
224365,23.96,18.83,10.62,0.34,-0.73,1.77,1341
224465,22.48,-5.12,-1.13,0.92,-1.02,0.94,1441
224565,6.13,-82.24,8.03,-2.43,-0.04,1.1,1541
224665,8.63,7.66,7.0,3.69,-0.21,-0.38,1641
224765,35.35,-36.48,29.69,5.05,-1.57,2.86,1741
224865,20.67,7.68,37.71,2.81,-0.64,1.5,1841
224965,-21.34,-4.94,49.48,-0.37,0.61,-0.15,1941
225065,15.81,-6.68,35.49,0.05,-0.1,0.92,2041
225165,3.14,9.2,5.14,1.26,-0.23,-0.06,2141
225265,32.25,39.59,28.54,0.14,-1.64,1.17,2241
225365,11.95,3.02,4.43,0.68,-1.53,-2.26,2341
225465,21.34,-17.84,39.43,2.65,-0.8,1.47,2441
225565,21.9,4.54,-0.12,0.7,-0.19,0.59,2541
225665,11.96,35.47,37.3,2.65,-0.6,1.11,2641
225765,29.98,4.73,3.76,0.93,-0.28,1.77,2741
225865,21.15,3.25,6.12,1.37,-0.27,1.48,2841
225965,13.75,9.11,-16.23,-0.08,-1.88,0.64,2941
226065,6.64,41.34,2.38,1.94,-1.84,0.69,3041
226397,-2.67,7.28,15.05,1.15,-1.98,0.76,3373
226402,9.91,22.42,27.05,0.6,-0.97,1.14,3378
226501,3.4,10.09,-2.74,1.35,-1.1,1.31,3477
226601,5.42,17.46,14.38,0.92,-1.25,0.79,3577
226701,12.31,14.15,10.82,0.83,-0.62,0.78,3677
226801,10.95,12.28,13.08,0.83,-0.78,0.99,3777
226901,10.87,12.61,12.26,0.82,-0.82,1.09,3877
227001,10.77,11.37,12.98,0.9,-0.79,1.11,3977
227101,10.8,11.34,12.91,0.83,-0.81,1.07,4077
227201,10.75,11.26,12.85,0.83,-0.81,1.08,4177
227301,10.79,11.29,12.88,0.88,-0.82,1.07,4277
227401,10.76,11.29,12.98,0.79,-0.79,1.08,4377
227501,10.8,11.28,12.9,0.83,-0.8,1.11,4477
227601,10.81,11.33,12.93,0.86,-0.81,1.09,4577
227701,10.82,11.24,12.96,0.88,-0.81,1.07,4677
