timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
15640, 0.28, 0.14, 11.72, -0.01, 0.02, 0.02
15729, 0.31, 0.12, 11.69, -0.01, 0.02, 0.02
15829, 0.29, 0.13, 11.69, -0.01, 0.02, 0.02
15929, 0.27, 0.14, 11.68, -0.01, 0.02, 0.02
16029, 0.28, 0.12, 11.68, -0.01, 0.02, 0.02
16129, 0.27, 0.13, 11.68, -0.01, 0.02, 0.02
16229, 0.28, 0.11, 11.70, -0.01, 0.02, 0.02
16329, 0.28, 0.13, 11.69, -0.01, 0.02, 0.02
16429, 0.26, 0.14, 11.67, -0.01, 0.02, 0.02
16529, 0.29, 0.13, 11.70, -0.01, 0.02, 0.02
16629, 0.29, 0.15, 11.70, -0.01, 0.02, 0.02
16729, 0.28, 0.14, 11.69, -0.01, 0.02, 0.02
16829, 0.32, 0.16, 11.66, -0.01, 0.02, 0.02
16929, 0.30, 0.15, 11.68, -0.01, 0.02, 0.02
17029, 0.31, 0.14, 11.67, -0.01, 0.02, 0.02
17129, 0.30, 0.16, 11.65, -0.01, 0.02, 0.02
17229, 0.32, 0.15, 11.68, -0.01, 0.02, 0.02
17329, 0.29, 0.13, 11.68, -0.01, 0.02, 0.02
17429, 0.28, 0.13, 11.68, -0.01, 0.02, 0.01
17529, 0.29, 0.14, 11.67, -0.01, 0.02, 0.01
17629, 0.27, 0.14, 11.69, -0.01, 0.02, 0.02
17729, 0.29, 0.12, 11.66, -0.01, 0.02, 0.02
17974, 0.29, 0.16, 11.69, -0.01, 0.02, 0.02
18074, -0.52, -1.65, 11.52, 0.03, 0.03, 0.04
18174, -2.07, -4.58, 11.43, 0.18, 0.03, 0.03
18274, 1.68, 4.19, 9.58, -0.05, 0.12, 0.03
18374, -3.29, -0.16, 13.11, 0.09, -0.01, -0.01
18474, 0.57, 1.80, 14.51, -0.10, 0.04, 0.04
18574, -1.09, 0.14, 10.90, 0.16, 0.00, 0.04
18674, -0.17, -0.88, 11.35, 0.09, -0.02, 0.06
18779, -0.16, 1.41, 14.50, 0.00, 0.10, 0.04
19207, -0.20, 1.46, 11.66, 0.03, 0.04, 0.11
19306, 3.78, 0.79, 11.14, 0.01, -0.17, -0.00
19406, 1.99, -2.44, 12.41, -0.02, 0.09, 0.00
19506, -0.56, 0.21, 12.76, -0.04, -0.14, 0.02
19606, 0.67, -2.98, 10.85, -0.08, 0.06, 0.06
20779, -7.88, -9.88, 22.87, 0.31, 0.16, -1.39
22175, 1.36, 1.26, 9.56, -0.11, 0.03, 0.05
