timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
38697, -0.11, 0.15, 11.68, -0.01, 0.02, 0.02
38787, -0.12, 0.15, 11.68, -0.01, 0.02, 0.01
38887, -0.13, 0.14, 11.69, -0.01, 0.02, 0.01
38987, -0.14, 0.15, 11.71, -0.01, 0.02, 0.02
39087, -0.14, 0.16, 11.70, -0.01, 0.02, 0.02
39187, -0.13, 0.16, 11.71, -0.01, 0.02, 0.02
39732, -1.59, -2.09, 11.42, 0.15, -0.07, 0.06
39831, 0.82, 0.68, 10.42, -0.01, 0.11, 0.04
40122, -0.01, 0.13, 11.26, -0.02, 0.03, 0.00
40220, 0.77, -4.25, 11.20, -0.18, -0.01, 0.02
40320, 1.72, -3.28, 10.12, -0.25, -0.11, -0.00
40420, 0.70, -0.77, 12.72, 0.13, 0.07, -0.01
40520, -1.64, -2.92, 11.86, -0.11, -0.00, 0.04
40620, -1.36, -0.63, 10.75, -0.03, -0.02, 0.05
40720, 0.22, 1.34, 12.45, 0.15, 0.01, 0.05
40820, 3.00, -0.77, 11.79, 0.06, -0.01, 0.06
40920, 3.52, 0.47, 11.81, -0.10, 0.10, 0.05
41020, 1.96, -0.84, 10.07, -0.05, -0.02, 0.04
41120, -3.47, -1.55, 11.84, 0.02, -0.04, 0.03
41220, -1.81, 3.03, 12.92, -0.06, 0.03, 0.04
41320, 3.01, 3.51, 13.88, -0.01, -0.06, 0.01
41420, 2.47, -2.51, 11.16, -0.10, 0.02, 0.00
41533, -0.62, 0.15, 11.37, 0.28, 0.27, 0.17
41620, 0.96, 3.25, 12.36, 0.12, -0.01, 0.13
41733, -1.73, 0.31, 12.29, -0.67, 0.21, -0.09
41820, -0.95, -2.00, 9.82, -0.07, -0.07, -0.07
41920, 0.25, -1.50, 10.45, 0.02, -0.01, 0.03
42020, 2.20, 2.24, 11.58, 0.05, 0.05, 0.01
42120, 0.74, -1.29, 11.73, -0.06, 0.09, 0.04
42220, -3.61, -2.13, 11.70, 0.13, 0.10, 0.04
42320, -0.10, 1.19, 11.95, -0.05, 0.06, 0.01
42420, 1.30, -0.87, 10.51, -0.10, 0.12, 0.06
42708, 5.72, -2.10, 21.47, 1.43, 1.25, -0.92
42808, 0.11, 6.33, 11.82, -0.15, -0.35, -0.30
42908, -0.15, 1.98, 10.38, -0.39, -0.14, 0.01
43197, -0.29, 0.80, 11.43, -0.00, 0.02, 0.02
43296, -0.04, -1.73, 10.12, -0.11, -0.06, 0.02
43396, 2.33, 0.06, 12.75, 0.05, -0.03, -0.03
43496, -2.68, -1.57, 13.43, 0.07, 0.16, 0.06
43596, 0.64, -1.73, 11.38, -0.06, 0.12, 0.08
43696, -2.65, -0.90, 12.39, -0.01, 0.01, 0.08
44005, -0.29, -1.36, 10.29, -0.01, 0.05, 0.10
44104, 1.79, 2.15, 8.88, -0.00, 0.14, 0.11
44204, 0.16, 0.49, 11.51, 0.07, -0.04, 0.02
44304, -0.15, 0.94, 11.99, -0.01, 0.02, 0.05
44558, -0.12, 0.13, 11.67, -0.01, 0.02, 0.01
44657, 0.58, -2.30, 13.30, -0.21, 0.09, 0.01
45214, -0.76, 1.73, 10.75, -0.05, 0.02, 0.02
45313, 3.90, 0.53, 8.79, 0.01, 0.09, 0.06
45413, 5.00, -3.60, 9.79, -0.11, 0.01, -0.02
45513, -0.77, -2.09, 12.01, 0.07, 0.02, 0.01
45613, -1.65, 0.29, 11.80, 0.15, 0.09, -0.02
45713, 1.17, -2.47, 9.39, 0.09, 0.04, -0.02
45813, 0.49, -2.98, 10.55, -0.13, 0.02, 0.02
45913, 0.34, -2.49, 8.39, -0.00, 0.13, -0.03
46158, 0.81, 1.20, 11.65, -0.07, -0.07, -0.07
46480, -0.26, 1.47, 11.75, -0.07, 0.01, 0.01
46579, -1.23, 1.16, 11.60, -0.01, -0.01, 1.25
46679, 5.59, -1.75, 7.40, -0.16, 0.15, 1.77
46987, -12.33, 11.29, 17.23, -0.37, 0.15, 1.82
47528, 5.06, -6.42, 9.89, -0.01, -0.05, 2.03
47627, -2.21, -2.60, 12.26, -0.12, -0.17, 0.11
48145, 5.10, 0.46, 3.63, 0.07, 0.02, 1.79
48244, -0.39, -2.14, 11.76, -0.03, -0.01, 0.11
48344, -0.06, -0.11, 11.75, -0.01, 0.02, 0.02
48645, -0.15, 0.03, 11.71, -0.01, 0.02, 0.02
48744, 1.34, -2.92, 12.59, 0.01, 0.12, 0.00
48844, 0.03, 5.60, 14.48, 0.11, 0.15, 0.04
48944, -1.87, -3.48, 10.53, 0.04, -0.04, -0.00
49240, 13.76, 17.62, 19.06, -0.09, 0.42, -0.02
49340, -2.85, 7.29, 4.61, 0.36, -0.35, -0.32
49440, 0.52, 2.78, 10.44, 0.12, -0.03, 0.04
49540, -0.54, 0.91, 11.20, -0.03, 0.03, -0.00
49640, 0.01, 1.13, 11.49, -0.02, 0.03, -0.00
49961, -0.12, 0.09, 11.72, -0.01, 0.02, 0.02
50269, -0.62, -0.48, 8.03, 0.01, -0.20, 0.25
50369, -5.34, 2.81, 17.12, 0.18, 0.04, 0.11
50469, 0.65, 1.04, 11.69, 0.03, 0.04, 0.06
50569, 0.10, 1.46, 11.40, -0.03, -0.03, -0.02
50669, 0.05, 0.11, 11.61, -0.01, 0.03, 0.01
50769, 0.01, 0.11, 11.73, -0.01, 0.02, 0.02
50869, -0.03, 0.08, 11.73, -0.01, 0.02, 0.01
50969, -0.04, 0.04, 11.74, -0.01, 0.02, 0.02
51069, -0.03, 0.05, 11.73, -0.01, 0.02, 0.01
51169, -0.06, 0.05, 11.73, -0.01, 0.02, 0.02
51269, -0.06, 0.04, 11.71, -0.01, 0.02, 0.02
51369, -0.06, 0.02, 11.72, -0.01, 0.02, 0.02
51469, -0.06, 0.06, 11.72, -0.01, 0.02, 0.02
51569, -0.06, 0.03, 11.71, -0.01, 0.02, 0.01
51669, -0.05, 0.03, 11.73, -0.01, 0.02, 0.02
51769, -0.04, 0.06, 11.70, -0.01, 0.02, 0.02
51869, -0.02, 0.06, 11.72, -0.01, 0.02, 0.02
51969, -0.04, 0.04, 11.72, -0.01, 0.02, 0.02
52069, -0.03, 0.06, 11.69, -0.01, 0.02, 0.01
52169, -0.04, 0.06, 11.69, -0.01, 0.02, 0.02
52269, -0.03, 0.06, 11.71, -0.01, 0.02, 0.01
52369, -0.03, 0.06, 11.72, -0.01, 0.02, 0.02
52469, 0.00, 0.06, 11.71, -0.01, 0.02, 0.02
52569, -0.03, 0.05, 11.74, -0.01, 0.02, 0.01
52669, -0.04, 0.06, 11.70, -0.01, 0.02, 0.01
52769, -0.04, 0.06, 11.73, -0.01, 0.02, 0.01
52869, -0.05, 0.04, 11.71, -0.01, 0.02, 0.02
52969, -0.02, 0.05, 11.71, -0.01, 0.02, 0.02
53069, -0.04, 0.05, 11.71, -0.01, 0.02, 0.02
53169, -0.05, 0.04, 11.71, -0.01, 0.02, 0.02
53269, -0.06, 0.04, 11.70, -0.01, 0.02, 0.01
53369, -0.06, 0.04, 11.72, -0.01, 0.02, 0.02
53469, -0.07, 0.05, 11.73, -0.01, 0.02, 0.02
53569, -0.07, 0.05, 11.71, -0.01, 0.02, 0.02
53669, -0.04, 0.04, 11.72, -0.01, 0.02, 0.02
53769, -0.04, 0.06, 11.69, -0.01, 0.02, 0.01
53869, -0.04, 0.06, 11.73, -0.01, 0.02, 0.02
53969, -0.06, 0.04, 11.71, -0.01, 0.02, 0.01
54069, -0.04, 0.06, 11.71, -0.01, 0.02, 0.02
54169, -0.02, 0.08, 11.71, -0.01, 0.02, 0.01
54269, -0.02, 0.07, 11.72, -0.01, 0.02, 0.02
54369, -0.02, 0.06, 11.74, -0.01, 0.02, 0.02
54469, -0.03, 0.07, 11.70, -0.01, 0.02, 0.01
54569, -0.01, 0.07, 11.72, -0.01, 0.02, 0.02
54669, -0.03, 0.02, 11.70, -0.01, 0.02, 0.02
54769, -0.05, 0.06, 11.71, -0.01, 0.02, 0.02
55044, -0.05, 0.06, 11.71, -0.01, 0.02, 0.01
55286, 1.85, -0.19, 12.41, 0.36, 0.16, 0.05
55385, 0.79, 0.15, 9.77, 0.14, -0.05, 0.08
55485, -0.74, 0.98, 11.43, -0.03, -0.01, 0.05
55779, -0.06, -0.02, 11.74, -0.01, 0.02, 0.01
55878, -0.71, -0.88, 11.89, -0.02, 0.03, 0.07
56357, -0.30, 0.95, 10.90, -0.01, -0.04, -0.00
56456, -0.67, -1.62, 10.91, -0.28, -0.06, 0.01
56935, 0.10, 0.71, 11.42, -0.06, 0.02, 0.06
57227, 2.26, -0.80, 11.41, 0.05, -0.06, 0.04
57327, -1.54, 0.25, 10.01, -0.15, -0.04, 0.09
57634, 0.37, 0.72, 11.74, -0.01, 0.02, 0.02
58409, 5.96, -0.89, 6.56, -0.23, -0.12, 1.98
59343, -3.37, 9.00, 11.12, 0.01, 0.24, 1.89
59442, 2.15, 0.20, 10.15, 0.00, -0.02, 0.08
59542, -0.08, 0.15, 11.75, -0.01, 0.02, 0.01
59642, -0.06, 0.05, 11.71, -0.01, 0.02, 0.01
59742, -0.07, 0.06, 11.69, -0.01, 0.02, 0.02
59842, -0.07, 0.03, 11.71, -0.01, 0.02, 0.01
59942, -0.08, 0.03, 11.72, -0.01, 0.02, 0.02
60042, -0.08, 0.02, 11.72, -0.01, 0.02, 0.02
60142, -0.08, 0.03, 11.69, -0.01, 0.02, 0.02
60242, -0.08, 0.02, 11.71, -0.01, 0.02, 0.02
60342, -0.08, 0.03, 11.71, -0.01, 0.02, 0.02
60442, -0.09, 0.04, 11.70, -0.01, 0.02, 0.01
60721, -0.06, 0.03, 11.71, -0.01, 0.02, 0.02
60820, 3.18, -0.05, 11.80, -0.07, 0.09, -0.05
60920, 0.95, 3.61, 12.38, 0.06, 0.08, 0.06
61020, -0.47, -5.14, 10.97, -0.00, -0.01, -0.03
61120, -2.50, 0.20, 11.30, -0.04, 0.07, -0.02
61379, 2.81, 0.66, 9.68, 0.09, 0.11, 0.04
61479, 0.09, 6.14, 10.52, -0.12, 0.13, 0.08
61579, 0.80, 2.88, 10.41, -0.12, 0.09, -0.06
61679, 0.10, 0.99, 11.94, -0.01, 0.04, 0.05
61931, -0.15, 0.17, 11.70, -0.01, 0.02, 0.02
62030, -2.06, -2.52, 13.00, -0.02, -0.05, 0.05
62130, -1.97, -5.12, 12.01, 0.01, -0.11, 0.02
62230, 0.24, 0.00, 11.49, -0.13, 0.01, -0.01
62330, 2.84, -0.49, 11.49, 0.21, 0.09, -0.08
62648, -3.12, -1.85, 11.91, -0.06, 0.07, -0.06
62748, -3.51, 3.60, 12.91, -0.15, 0.05, 0.01
62848, -0.52, 3.07, 11.33, 0.02, -0.02, 0.08
62948, -0.17, 1.17, 11.65, -0.03, -0.03, 0.02
63269, -0.15, 0.19, 11.71, -0.01, 0.02, 0.02
63567, -0.03, 0.28, 11.58, -0.11, 0.12, 0.00
63666, -1.36, -0.62, 11.76, -0.04, -0.14, 0.04
63766, -1.71, 0.04, 12.88, 0.09, -0.03, -0.01
63866, -0.32, 1.10, 11.36, -0.02, 0.04, 0.03
63966, 0.14, 0.69, 11.45, -0.01, 0.02, 0.01
64237, -0.11, 0.11, 11.73, -0.01, 0.02, 0.02
65248, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65347, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65615, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65714, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65814, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65914, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66161, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66430, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66529, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66629, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66729, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67256, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67355, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67455, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67555, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67655, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68410, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68711, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68810, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68910, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69010, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69110, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69210, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69310, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69410, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69510, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69610, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69710, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69810, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69910, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70010, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70110, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70210, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70310, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70410, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70510, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70610, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70710, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70810, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70910, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71010, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71110, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71210, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71310, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71410, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
71510, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
