timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
591248, 0.27, 0.20, 11.61, -0.01, 0.02, 0.02
591346, 0.26, 0.21, 11.62, -0.01, 0.02, 0.02
591446, 0.27, 0.22, 11.59, -0.01, 0.02, 0.02
591546, 0.25, 0.18, 11.63, -0.01, 0.02, 0.02
591646, 0.27, 0.21, 11.62, -0.01, 0.02, 0.02
591746, 0.28, 0.21, 11.63, -0.01, 0.02, 0.02
591846, 0.28, 0.22, 11.64, -0.01, 0.02, 0.02
591946, 0.29, 0.22, 11.62, -0.01, 0.02, 0.01
592046, 0.27, 0.21, 11.61, -0.01, 0.02, 0.01
592146, 0.27, 0.20, 11.62, -0.01, 0.02, 0.02
592246, 0.26, 0.21, 11.63, -0.01, 0.02, 0.02
592346, 0.23, 0.20, 11.63, -0.01, 0.02, 0.02
592446, 0.26, 0.21, 11.61, -0.01, 0.02, 0.02
592546, 0.28, 0.21, 11.63, -0.01, 0.02, 0.02
592646, 0.29, 0.23, 11.63, -0.01, 0.02, 0.02
592746, 0.28, 0.22, 11.62, -0.01, 0.02, 0.02
592846, 0.29, 0.20, 11.61, -0.01, 0.02, 0.02
592946, 0.27, 0.20, 11.65, -0.01, 0.02, 0.02
593046, 0.23, 0.21, 11.62, -0.01, 0.02, 0.02
593146, 0.27, 0.20, 11.58, -0.01, 0.02, 0.02
593246, 0.26, 0.20, 11.63, -0.01, 0.02, 0.02
593346, 0.29, 0.22, 11.63, -0.01, 0.02, 0.02
593446, 0.29, 0.20, 11.62, -0.01, 0.02, 0.02
593546, 0.27, 0.21, 11.63, -0.01, 0.02, 0.01
593646, 0.27, 0.20, 11.61, -0.01, 0.02, 0.02
593746, 0.26, 0.19, 11.63, -0.01, 0.02, 0.02
593846, 0.24, 0.22, 11.63, -0.01, 0.02, 0.02
593946, 0.25, 0.21, 11.61, -0.01, 0.02, 0.02
594046, 0.28, 0.18, 11.61, -0.01, 0.02, 0.02
594146, 0.27, 0.21, 11.64, -0.01, 0.02, 0.02
594246, 0.30, 0.20, 11.61, -0.01, 0.02, 0.02
594346, 0.27, 0.19, 11.61, -0.01, 0.02, 0.01
594592, 0.25, 0.19, 11.62, -0.01, 0.02, 0.02
595118, 0.37, 0.90, 11.76, -0.00, 0.01, 0.04
595615, 0.18, 0.89, 11.56, 0.01, 0.03, 0.02
595714, -0.58, -0.63, 12.24, 0.07, 0.04, 0.08
595814, 0.40, -2.00, 10.60, -0.09, 0.01, 0.02
595914, -0.51, -1.22, 10.01, -0.04, 0.04, 0.04
596014, 1.24, 4.25, 13.36, -0.07, 0.10, 0.03
596114, 1.92, 4.99, 13.52, 0.05, -0.01, 0.09
596214, 0.85, 2.63, 13.23, -0.23, -0.05, 0.07
596314, 1.04, -1.02, 10.52, -0.15, 0.12, 0.06
596414, 0.28, 0.55, 4.92, -0.95, 0.02, -0.27
596514, -0.32, 0.67, 11.70, -0.15, -0.03, 0.05
596614, -1.50, 0.57, 10.45, 0.09, -0.01, 0.05
596714, 0.09, 9.16, 2.08, 0.45, 0.07, 0.15
596814, 3.84, 1.81, 13.72, 0.16, -0.00, 0.04
597057, 0.43, 1.12, 11.56, -0.46, -0.12, 0.04
597308, -2.52, -1.95, 13.57, 0.10, 0.07, -0.69
597791, 0.27, 0.13, 11.62, -0.01, 0.02, 0.02
597890, -1.15, -1.94, 11.42, -0.00, 0.04, 0.05
597990, -0.56, -2.59, 12.62, -0.00, -0.02, -0.01
598090, 2.65, 0.64, 12.09, -0.01, 0.11, -0.01
598190, -0.95, -1.26, 13.40, -0.13, -0.03, 0.08
598290, -0.11, -0.01, 12.41, -0.08, 0.17, 0.05
598390, 0.52, -0.30, 12.36, -0.04, 0.29, 0.03
598490, -4.81, 0.22, 13.92, -0.04, 0.05, 0.05
598590, -1.17, -1.04, 11.67, 0.03, -0.19, 0.13
598690, 5.44, -1.02, 10.90, -0.04, -0.14, 0.07
598790, -0.36, 0.38, 13.78, 0.00, 0.23, 0.04
598890, -2.05, -0.09, 9.96, 0.02, -0.12, 0.07
598990, 1.88, -1.41, 13.30, -0.01, 0.01, 0.03
599090, -0.04, -0.23, 9.70, 0.04, 0.05, 0.06
599190, 0.11, 2.79, 12.22, -0.14, -0.04, 0.08
599290, -0.59, -1.40, 12.60, 0.05, -0.04, 0.04
599390, 3.08, 3.38, 9.80, 0.02, 0.15, 0.05
599490, -4.53, -2.07, 15.45, -0.07, -0.03, 0.10
599590, 5.62, 2.04, 7.97, 0.07, -0.01, 0.05
599690, -5.69, -0.42, 15.74, -0.09, -0.00, 0.11
599790, 4.33, 0.67, 7.96, 0.07, -0.19, 0.08
599890, -3.00, 1.19, 13.82, 0.00, 0.31, 0.08
