timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
287992, 10.89, 11.30, 13.01, 0.86, -0.80, 1.08
288084, 10.89, 11.30, 12.92, 0.86, -0.80, 1.07
288184, 10.93, 11.39, 12.88, 0.86, -0.79, 1.07
288284, 10.95, 11.29, 12.94, 0.75, -0.82, 1.11
288384, 10.98, 11.35, 12.94, 0.85, -0.79, 1.08
288484, 10.95, 11.35, 12.81, 0.84, -0.80, 1.09
288584, 10.88, 11.36, 12.87, 0.81, -0.78, 1.07
288868, 10.90, 11.39, 12.97, 0.81, -0.81, 1.07
288967, 10.62, 9.82, 13.24, 0.99, -0.61, 1.20
289067, 8.07, 10.15, 11.35, 1.56, -0.74, 0.59
289167, 11.62, 3.53, 17.22, 0.67, -1.24, 1.77
289267, 4.96, 15.50, 16.60, 0.84, -0.97, 0.49
289367, -5.60, 21.43, 11.47, 0.49, -0.89, 0.77
289467, 2.02, 0.02, 14.22, 1.26, 0.53, 0.36
289567, 5.14, 8.26, 13.85, 2.52, -1.20, 1.64
289667, -2.88, 22.69, 13.44, 1.13, -0.14, 1.45
289767, 24.18, 7.58, 11.13, -1.29, -1.06, 1.37
289867, 1.93, 19.65, 12.77, 0.72, -0.84, 0.13
289967, -1.20, -2.81, 10.44, 1.50, -0.76, 1.64
290067, -7.25, 11.86, 10.49, 0.66, -0.65, 0.76
290167, -21.75, -3.98, 40.77, -0.44, 0.59, -0.03
290267, 7.76, 6.09, -3.89, 4.21, -0.13, -0.75
290367, 19.69, 25.70, 17.37, 3.44, 0.25, 3.30
290467, 29.29, 52.21, 31.36, 0.72, -1.39, 1.93
290567, 3.98, -11.84, 9.72, 0.55, -1.62, 1.87
290667, -0.12, 71.01, 46.28, 0.17, -1.13, 1.27
290767, -6.96, 27.27, 8.66, 0.24, 0.06, 0.80
290867, 20.55, 28.45, 15.28, -0.57, -1.00, 0.20
290967, 23.33, 9.69, -8.85, 1.23, -1.15, 1.04
291067, 50.72, 7.84, -18.77, -1.18, 0.33, 0.70
291167, -3.86, 25.79, 8.71, -0.22, 0.27, 2.16
291267, -5.15, -3.43, 29.44, 3.48, -0.29, 0.99
291367, 6.54, 7.36, 17.15, 0.78, -1.17, 1.07
291467, 11.25, 17.92, 29.95, 0.88, -0.02, 0.98
291567, 8.46, 9.13, 2.83, 0.63, 0.62, 0.23
291668, -0.75, 9.43, 7.13, 1.66, -0.54, 0.74
291911, 6.90, 14.47, 21.89, 0.94, -0.63, 1.38
292010, 8.77, 17.60, 12.84, 1.10, -0.98, 1.00
292110, 13.06, 0.52, 8.54, 0.74, -0.39, 0.85
292210, 10.75, 10.82, 11.21, 1.02, -0.95, 0.81
292310, 10.67, 12.10, 12.75, 0.83, -0.72, 1.06
292410, 11.58, 11.32, 11.88, 0.85, -0.81, 1.06
292510, 11.04, 10.99, 12.96, 0.82, -0.81, 1.09
292610, 11.10, 11.28, 12.85, 0.86, -0.80, 1.08
292710, 11.09, 11.39, 12.85, 0.80, -0.83, 1.08
292810, 11.10, 11.40, 12.93, 0.82, -0.82, 1.05
292910, 11.09, 11.35, 12.87, 0.86, -0.81, 1.08
293010, 11.05, 11.34, 12.87, 0.80, -0.81, 1.06
293110, 11.09, 11.34, 12.96, 0.83, -0.79, 1.07
293210, 10.99, 11.34, 12.85, 0.82, -0.80, 1.10
