timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
162675, -0.05, 0.12, 11.65, -0.01, 0.02, 0.02
162772, -0.08, 0.11, 11.62, -0.01, 0.02, 0.02
162872, -0.10, 0.11, 11.62, -0.01, 0.02, 0.02
162972, -0.09, 0.12, 11.64, -0.01, 0.02, 0.02
163072, -0.07, 0.14, 11.63, -0.01, 0.02, 0.02
163172, -0.08, 0.12, 11.62, -0.01, 0.02, 0.02
163272, -0.10, 0.11, 11.62, -0.01, 0.02, 0.02
163373, -0.11, 0.11, 11.65, -0.01, 0.02, 0.01
163610, -0.06, 0.10, 11.65, -0.01, 0.02, 0.02
163709, -0.19, -4.96, 12.92, 0.09, 0.11, -0.06
163809, 1.03, -2.70, 11.33, 0.19, 0.12, 0.01
163909, -2.28, 0.81, 11.69, 0.15, 0.08, 0.03
164009, 2.50, -1.26, 10.70, 0.08, -0.06, 0.03
164109, -0.01, 0.93, 12.56, -0.02, 0.06, -0.03
164209, -8.86, 3.82, 13.18, 1.26, 0.04, -0.81
164309, -15.03, 8.03, 37.07, -0.69, 1.18, 0.51
164409, 9.08, 8.69, 5.76, 1.41, 0.60, 1.01
164509, -0.91, 4.74, 11.58, -2.14, 0.11, 0.22
164609, -1.06, 3.43, 11.35, -0.03, -0.11, -0.13
164709, 1.24, 4.08, 13.82, -0.09, 0.02, -0.12
164809, 0.55, -3.78, 9.75, -0.14, 0.18, -0.03
164909, 1.69, 39.06, 32.15, -0.33, 0.07, -0.18
165009, 1.50, -4.43, 5.39, 2.05, 0.03, 0.11
165109, -4.68, -2.24, 21.91, 1.64, 1.19, -0.27
165209, -4.33, -12.92, 26.58, -0.05, -0.03, 0.03
165309, 9.33, 5.13, 16.52, -0.74, 1.13, -0.22
165409, 3.38, -6.90, 19.88, -0.43, 0.37, 0.03
165509, -0.82, 4.07, 10.55, 0.31, 0.83, -0.24
165609, -1.06, 1.91, 4.64, 0.32, -0.37, 0.05
165709, -0.75, -13.31, 10.94, -0.83, -0.98, -0.68
165809, 10.97, 22.31, 24.91, -0.12, -0.80, 0.04
165909, -3.89, 3.40, 12.62, 0.43, 0.48, 0.73
166009, 0.95, -15.30, 40.63, 0.77, -0.08, -0.03
166109, -1.95, -6.23, 12.90, -0.22, 0.09, -0.12
166209, 2.03, 2.54, 12.20, -0.13, -0.09, -0.11
166309, 1.05, -2.23, 8.27, -0.36, 0.28, -0.05
166603, -0.67, 1.48, 16.70, -0.14, -0.16, -0.10
166702, 2.62, 3.86, 11.03, -0.12, 0.16, 0.09
166802, 0.64, 0.75, 12.54, -0.11, 0.09, 0.08
166902, -0.05, 0.94, 9.85, 0.01, 0.02, 0.01
167002, -0.46, 1.39, 11.39, 0.01, -0.01, 0.03
167102, -0.19, 1.08, 11.65, 0.00, 0.00, 0.00
167202, -0.00, 0.06, 11.70, -0.01, 0.02, 0.02
167302, -0.06, 0.17, 11.63, -0.01, 0.02, 0.02
167402, -0.07, 0.15, 11.62, -0.01, 0.02, 0.02
167502, -0.04, 0.14, 11.65, -0.01, 0.02, 0.02
167602, -0.03, 0.14, 11.63, -0.01, 0.02, 0.02
167702, -0.06, 0.12, 11.63, -0.01, 0.02, 0.02
167802, -0.05, 0.12, 11.64, -0.01, 0.02, 0.02
167902, -0.05, 0.16, 11.65, -0.01, 0.02, 0.02
168002, -0.04, 0.14, 11.65, -0.01, 0.02, 0.02
168102, -0.03, 0.16, 11.64, -0.01, 0.02, 0.02
168202, -0.06, 0.13, 11.64, -0.01, 0.02, 0.02
168302, -0.07, 0.13, 11.65, -0.01, 0.02, 0.02
168415, -0.07, 0.14, 11.65, -0.03, 0.08, 0.06
