timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
43905, 0.33, 0.13, 11.68, -0.01, 0.02, 0.01
44001, 0.31, 0.13, 11.67, -0.01, 0.02, 0.02
44101, 0.31, 0.12, 11.68, -0.01, 0.02, 0.02
44201, 0.31, 0.11, 11.65, -0.01, 0.02, 0.01
44301, 0.29, 0.13, 11.67, -0.01, 0.02, 0.01
44401, 0.31, 0.12, 11.68, -0.01, 0.02, 0.01
44501, 0.31, 0.13, 11.66, -0.01, 0.02, 0.01
44601, 0.32, 0.12, 11.66, -0.01, 0.02, 0.01
44701, 0.30, 0.11, 11.65, -0.01, 0.02, 0.02
44801, 0.32, 0.12, 11.67, -0.01, 0.02, 0.02
44901, 0.28, 0.13, 11.68, -0.01, 0.02, 0.02
45001, 0.28, 0.11, 11.68, -0.01, 0.02, 0.01
45101, 0.27, 0.12, 11.67, -0.01, 0.02, 0.01
45201, 0.28, 0.13, 11.70, -0.01, 0.02, 0.01
45301, 0.30, 0.12, 11.68, -0.01, 0.02, 0.01
45401, 0.33, 0.13, 11.70, -0.01, 0.02, 0.01
45501, 0.29, 0.12, 11.68, -0.01, 0.02, 0.02
45601, 0.32, 0.11, 11.67, -0.01, 0.02, 0.01
45701, 0.33, 0.13, 11.66, -0.01, 0.02, 0.01
45801, 0.31, 0.11, 11.70, -0.01, 0.02, 0.02
45901, 0.31, 0.12, 11.66, -0.01, 0.02, 0.01
46001, 0.28, 0.11, 11.69, -0.01, 0.02, 0.02
46101, 0.29, 0.12, 11.66, -0.01, 0.02, 0.02
46201, 0.30, 0.12, 11.69, -0.01, 0.02, 0.01
46301, 0.27, 0.12, 11.70, -0.01, 0.02, 0.01
46401, 0.31, 0.11, 11.67, -0.01, 0.02, 0.02
46501, 0.32, 0.14, 11.69, -0.01, 0.02, 0.01
46601, 0.33, 0.12, 11.70, -0.01, 0.02, 0.02
46701, 0.32, 0.12, 11.68, -0.01, 0.02, 0.01
46801, 0.30, 0.12, 11.66, -0.01, 0.02, 0.01
46901, 0.29, 0.12, 11.68, -0.01, 0.02, 0.01
47001, 0.29, 0.13, 11.69, -0.01, 0.02, 0.02
47101, 0.29, 0.12, 11.68, -0.01, 0.02, 0.01
47201, 0.28, 0.12, 11.68, -0.01, 0.02, 0.01
47301, 0.31, 0.12, 11.65, -0.01, 0.02, 0.02
47401, 0.30, 0.12, 11.67, -0.01, 0.02, 0.02
47501, 0.33, 0.12, 11.69, -0.01, 0.02, 0.01
47601, 0.30, 0.12, 11.68, -0.01, 0.02, 0.02
47701, 0.31, 0.11, 11.70, -0.01, 0.02, 0.01
47801, 0.31, 0.13, 11.68, -0.01, 0.02, 0.02
47901, 0.29, 0.11, 11.65, -0.01, 0.02, 0.01
